InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
738719,P3511,Backpack,43,2024-07-26,34,93,Kenya
962288,P5472,Jacket,20,2023-05-17,22,83,France
792534,P3176,Backpack,33,2023-12-13,63,99,Germany
913761,P9894,Keyboard,16,2023-12-25,98,84,USA
252882,P4264,Headphones,21,2024-01-29,99,99,USA
790192,P6680,Headphones,33,2024-10-09,71,43,Germany
850688,P7355,Laptop,15,2025-02-06,44,49,France
932806,P2125,Phone Case,29,2024-02-09,97,18,UAE
589451,P5219,Headphones,14,2023-09-10,85,34,Canada
195173,P1628,Laptop,29,2024-04-09,77,9,France
486881,P5159,T-Shirt,2,2023-09-29,15,65,Kenya
576376,P9512,Laptop,38,2025-03-11,4,65,Kenya
728457,P2689,Shoes,40,2025-01-04,72,59,Germany
952364,P7353,Phone Case,1,2023-02-28,17,69,USA
960725,P4527,Monitor,39,2024-12-03,22,58,UAE
148300,P2041,Headphones,29,2023-06-24,54,92,Germany
505574,P9882,T-Shirt,8,2024-05-18,47,2,Canada
125378,P7844,Backpack,33,2023-11-11,24,57,Kenya
457127,P6029,Laptop,27,2025-03-17,87,68,USA
584939,P3680,Jeans,49,2023-05-06,13,34,UAE
485906,P2502,Jacket,45,2024-01-17,30,84,Germany
403235,P3517,Jeans,40,2024-07-16,2,54,UAE
964968,P1360,Phone Case,28,2025-03-14,84,66,Kenya
598390,P4335,Jacket,10,2024-02-27,53,45,France
251751,P6560,Monitor,8,2023-09-17,30,18,UAE
208248,P4640,Jeans,41,2023-09-27,65,35,France
671915,P4419,Laptop,19,2023-01-07,81,54,France
560015,P3071,Shoes,12,2023-06-04,41,52,Germany
969856,P5567,Shoes,30,2023-05-26,50,97,Kenya
984743,P7871,Keyboard,10,2024-12-30,94,19,Kenya
600618,P8581,Shoes,41,2025-02-03,59,55,UK
964550,P5966,Backpack,45,2024-01-14,65,38,France
323000,P4624,Keyboard,25,2025-01-02,62,16,Kenya
635861,P2203,Jeans,6,2023-03-05,58,25,Germany
158695,P7868,Shoes,13,2025-02-26,80,4,UK
915255,P4695,Headphones,10,2023-11-01,87,52,UAE
979643,P1230,Headphones,33,2025-03-13,71,14,France
385249,P3605,Shoes,43,2023-02-17,46,92,France
791780,P2277,Headphones,38,2024-05-13,3,57,UK
